row_id,timestamp,point_path,equipment,alarm_class,priority,transition,value,limit,deadband,units
R00177,2026-07-13T17:02:00-07:00,SYN1/AHU-1/SF_SPD,AHU-1,DefaultAlarmClass,3,ALARM,88.854,85.000,2.000,pct
R00178,2026-07-13T17:21:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,RTN,54.954,60.000,1.200,degF
R00179,2026-07-13T17:30:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,ALARM,62.206,60.000,1.200,degF
R00180,2026-07-13T17:31:00-07:00,SYN1/RTU-3/DA_TEMP,RTU-3,CriticalAlarmClass,1,REPEAT,69.307,62.000,1.500,degF
R00181,2026-07-13T17:46:00-07:00,SYN1/VAV-2-14/ZONE_TEMP,VAV-2-14,DefaultAlarmClass,2,REPEAT,76.775,76.000,1.000,degF
R00182,2026-07-13T17:51:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,RTN,55.126,60.000,1.200,degF
R00183,2026-07-13T18:00:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,ALARM,62.552,60.000,1.200,degF
R00184,2026-07-13T18:01:00-07:00,SYN1/AHU-1/SA_TEMP,AHU-1,CriticalAlarmClass,2,REPEAT,71.714,58.000,1.500,degF
R00185,2026-07-13T18:13:00-07:00,SYN1/AHU-1/SA_TEMP,AHU-1,CriticalAlarmClass,2,RTN,54.067,58.000,1.500,degF
R00186,2026-07-13T18:21:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,RTN,55.097,60.000,1.200,degF
R00187,2026-07-13T18:30:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,ALARM,62.372,60.000,1.200,degF
R00188,2026-07-13T18:31:00-07:00,SYN1/RTU-3/DA_TEMP,RTU-3,CriticalAlarmClass,1,REPEAT,69.316,62.000,1.500,degF
R00189,2026-07-13T18:51:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,RTN,54.817,60.000,1.200,degF
R00190,2026-07-13T19:00:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,ALARM,62.411,60.000,1.200,degF
R00191,2026-07-13T19:21:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,RTN,54.963,60.000,1.200,degF
R00192,2026-07-13T19:30:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,ALARM,62.523,60.000,1.200,degF
R00193,2026-07-13T19:31:00-07:00,SYN1/RTU-3/DA_TEMP,RTU-3,CriticalAlarmClass,1,REPEAT,69.404,62.000,1.500,degF
R00194,2026-07-13T19:46:00-07:00,SYN1/VAV-2-14/ZONE_TEMP,VAV-2-14,DefaultAlarmClass,2,REPEAT,77.577,76.000,1.000,degF
R00195,2026-07-13T19:51:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,RTN,54.931,60.000,1.200,degF
R00196,2026-07-13T20:00:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,ALARM,62.608,60.000,1.200,degF
R00197,2026-07-13T20:01:00-07:00,SYN1/AHU-1/SA_TEMP,AHU-1,CriticalAlarmClass,2,ALARM,71.415,58.000,1.500,degF
R00198,2026-07-13T20:02:00-07:00,SYN1/AHU-1/SF_SPD,AHU-1,DefaultAlarmClass,3,RTN,62.485,85.000,2.000,pct
R00199,2026-07-13T20:21:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,RTN,55.005,60.000,1.200,degF
R00200,2026-07-13T20:30:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,ALARM,62.158,60.000,1.200,degF
R00201,2026-07-13T20:31:00-07:00,SYN1/RTU-3/DA_TEMP,RTU-3,CriticalAlarmClass,1,REPEAT,69.550,62.000,1.500,degF
R00202,2026-07-13T20:51:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,RTN,54.983,60.000,1.200,degF
R00203,2026-07-13T21:00:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,ALARM,62.417,60.000,1.200,degF
R00204,2026-07-13T21:01:00-07:00,SYN1/AHU-1/SA_TEMP,AHU-1,CriticalAlarmClass,2,REPEAT,71.330,58.000,1.500,degF
R00205,2026-07-13T21:02:00-07:00,SYN1/AHU-1/SF_SPD,AHU-1,DefaultAlarmClass,3,ALARM,89.040,85.000,2.000,pct
R00206,2026-07-13T21:21:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,RTN,54.768,60.000,1.200,degF
R00207,2026-07-13T21:30:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,ALARM,62.624,60.000,1.200,degF
R00208,2026-07-13T21:31:00-07:00,SYN1/RTU-3/DA_TEMP,RTU-3,CriticalAlarmClass,1,REPEAT,69.490,62.000,1.500,degF
R00209,2026-07-13T21:46:00-07:00,SYN1/VAV-2-14/ZONE_TEMP,VAV-2-14,DefaultAlarmClass,2,REPEAT,78.315,76.000,1.000,degF
R00210,2026-07-13T21:51:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,RTN,55.066,60.000,1.200,degF
R00211,2026-07-13T22:00:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,ALARM,62.639,60.000,1.200,degF
R00212,2026-07-13T22:01:00-07:00,SYN1/AHU-1/SA_TEMP,AHU-1,CriticalAlarmClass,2,REPEAT,71.577,58.000,1.500,degF
R00213,2026-07-13T22:21:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,RTN,54.813,60.000,1.200,degF
R00214,2026-07-13T22:30:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,ALARM,62.301,60.000,1.200,degF
R00215,2026-07-13T22:31:00-07:00,SYN1/RTU-3/DA_TEMP,RTU-3,CriticalAlarmClass,1,REPEAT,69.611,62.000,1.500,degF
R00216,2026-07-13T22:51:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,RTN,54.835,60.000,1.200,degF
R00217,2026-07-13T23:00:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,ALARM,62.254,60.000,1.200,degF
R00218,2026-07-13T23:01:00-07:00,SYN1/AHU-1/SA_TEMP,AHU-1,CriticalAlarmClass,2,REPEAT,71.496,58.000,1.500,degF
R00219,2026-07-13T23:21:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,RTN,54.938,60.000,1.200,degF
R00220,2026-07-13T23:30:00-07:00,SYN1/RTU-3/SA_TEMP,RTU-3,DefaultAlarmClass,3,ALARM,62.536,60.000,1.200,degF
R00221,2026-07-13T23:31:00-07:00,SYN1/RTU-3/DA_TEMP,RTU-3,CriticalAlarmClass,1,REPEAT,69.281,62.000,1.500,degF
R00222,2026-07-13T23:46:00-07:00,SYN1/VAV-2-14/ZONE_TEMP,VAV-2-14,DefaultAlarmClass,2,REPEAT,79.122,76.000,1.000,degF
