sample_index,timestamp,point_path,value,units
303,2026-07-13T05:03:00-07:00,SYN1/RTU-3/COMP_STATUS,45.086,pct
304,2026-07-13T05:04:00-07:00,SYN1/RTU-3/COMP_STATUS,45.619,pct
305,2026-07-13T05:05:00-07:00,SYN1/RTU-3/COMP_STATUS,45.619,pct
306,2026-07-13T05:06:00-07:00,SYN1/RTU-3/COMP_STATUS,44.441,pct
307,2026-07-13T05:07:00-07:00,SYN1/RTU-3/COMP_STATUS,44.212,pct
308,2026-07-13T05:08:00-07:00,SYN1/RTU-3/COMP_STATUS,44.278,pct
309,2026-07-13T05:09:00-07:00,SYN1/RTU-3/COMP_STATUS,45.176,pct
310,2026-07-13T05:10:00-07:00,SYN1/RTU-3/COMP_STATUS,44.565,pct
311,2026-07-13T05:11:00-07:00,SYN1/RTU-3/COMP_STATUS,45.623,pct
312,2026-07-13T05:12:00-07:00,SYN1/RTU-3/COMP_STATUS,45.520,pct
313,2026-07-13T05:13:00-07:00,SYN1/RTU-3/COMP_STATUS,45.307,pct
314,2026-07-13T05:14:00-07:00,SYN1/RTU-3/COMP_STATUS,44.700,pct
315,2026-07-13T05:15:00-07:00,SYN1/RTU-3/COMP_STATUS,45.034,pct
316,2026-07-13T05:16:00-07:00,SYN1/RTU-3/COMP_STATUS,44.579,pct
317,2026-07-13T05:17:00-07:00,SYN1/RTU-3/COMP_STATUS,44.257,pct
318,2026-07-13T05:18:00-07:00,SYN1/RTU-3/COMP_STATUS,45.509,pct
319,2026-07-13T05:19:00-07:00,SYN1/RTU-3/COMP_STATUS,44.578,pct
320,2026-07-13T05:20:00-07:00,SYN1/RTU-3/COMP_STATUS,44.319,pct
321,2026-07-13T05:21:00-07:00,SYN1/RTU-3/COMP_STATUS,44.825,pct
322,2026-07-13T05:22:00-07:00,SYN1/RTU-3/COMP_STATUS,45.345,pct
323,2026-07-13T05:23:00-07:00,SYN1/RTU-3/COMP_STATUS,44.374,pct
324,2026-07-13T05:24:00-07:00,SYN1/RTU-3/COMP_STATUS,45.247,pct
325,2026-07-13T05:25:00-07:00,SYN1/RTU-3/COMP_STATUS,44.660,pct
326,2026-07-13T05:26:00-07:00,SYN1/RTU-3/COMP_STATUS,44.844,pct
327,2026-07-13T05:27:00-07:00,SYN1/RTU-3/COMP_STATUS,45.247,pct
328,2026-07-13T05:28:00-07:00,SYN1/RTU-3/COMP_STATUS,44.318,pct
329,2026-07-13T05:29:00-07:00,SYN1/RTU-3/COMP_STATUS,45.710,pct
330,2026-07-13T05:30:00-07:00,SYN1/RTU-3/COMP_STATUS,44.530,pct
331,2026-07-13T05:31:00-07:00,SYN1/RTU-3/COMP_STATUS,44.504,pct
332,2026-07-13T05:32:00-07:00,SYN1/RTU-3/COMP_STATUS,45.354,pct
333,2026-07-13T05:33:00-07:00,SYN1/RTU-3/COMP_STATUS,45.469,pct
334,2026-07-13T05:34:00-07:00,SYN1/RTU-3/COMP_STATUS,45.065,pct
335,2026-07-13T05:35:00-07:00,SYN1/RTU-3/COMP_STATUS,44.936,pct
336,2026-07-13T05:36:00-07:00,SYN1/RTU-3/COMP_STATUS,44.466,pct
337,2026-07-13T05:37:00-07:00,SYN1/RTU-3/COMP_STATUS,45.240,pct
338,2026-07-13T05:38:00-07:00,SYN1/RTU-3/COMP_STATUS,45.725,pct
339,2026-07-13T05:39:00-07:00,SYN1/RTU-3/COMP_STATUS,44.260,pct
340,2026-07-13T05:40:00-07:00,SYN1/RTU-3/COMP_STATUS,44.217,pct
341,2026-07-13T05:41:00-07:00,SYN1/RTU-3/COMP_STATUS,45.547,pct
342,2026-07-13T05:42:00-07:00,SYN1/RTU-3/COMP_STATUS,44.623,pct
343,2026-07-13T05:43:00-07:00,SYN1/RTU-3/COMP_STATUS,44.779,pct
344,2026-07-13T05:44:00-07:00,SYN1/RTU-3/COMP_STATUS,44.393,pct
345,2026-07-13T05:45:00-07:00,SYN1/RTU-3/COMP_STATUS,45.116,pct
346,2026-07-13T05:46:00-07:00,SYN1/RTU-3/COMP_STATUS,44.260,pct
347,2026-07-13T05:47:00-07:00,SYN1/RTU-3/COMP_STATUS,45.107,pct
348,2026-07-13T05:48:00-07:00,SYN1/RTU-3/COMP_STATUS,44.782,pct
349,2026-07-13T05:49:00-07:00,SYN1/RTU-3/COMP_STATUS,45.092,pct
350,2026-07-13T05:50:00-07:00,SYN1/RTU-3/COMP_STATUS,45.310,pct
351,2026-07-13T05:51:00-07:00,SYN1/RTU-3/COMP_STATUS,45.545,pct
352,2026-07-13T05:52:00-07:00,SYN1/RTU-3/COMP_STATUS,44.487,pct
353,2026-07-13T05:53:00-07:00,SYN1/RTU-3/COMP_STATUS,44.451,pct
354,2026-07-13T05:54:00-07:00,SYN1/RTU-3/COMP_STATUS,44.822,pct
355,2026-07-13T05:55:00-07:00,SYN1/RTU-3/COMP_STATUS,44.603,pct
356,2026-07-13T05:56:00-07:00,SYN1/RTU-3/COMP_STATUS,45.366,pct
357,2026-07-13T05:57:00-07:00,SYN1/RTU-3/COMP_STATUS,45.146,pct
358,2026-07-13T05:58:00-07:00,SYN1/RTU-3/COMP_STATUS,45.753,pct
359,2026-07-13T05:59:00-07:00,SYN1/RTU-3/COMP_STATUS,44.941,pct
360,2026-07-13T06:00:00-07:00,SYN1/RTU-3/COMP_STATUS,44.708,pct
361,2026-07-13T06:01:00-07:00,SYN1/RTU-3/COMP_STATUS,44.706,pct
362,2026-07-13T06:02:00-07:00,SYN1/RTU-3/COMP_STATUS,45.685,pct
363,2026-07-13T06:03:00-07:00,SYN1/RTU-3/COMP_STATUS,44.850,pct
364,2026-07-13T06:04:00-07:00,SYN1/RTU-3/COMP_STATUS,45.132,pct
365,2026-07-13T06:05:00-07:00,SYN1/RTU-3/COMP_STATUS,44.858,pct
366,2026-07-13T06:06:00-07:00,SYN1/RTU-3/COMP_STATUS,45.017,pct
367,2026-07-13T06:07:00-07:00,SYN1/RTU-3/COMP_STATUS,44.337,pct
368,2026-07-13T06:08:00-07:00,SYN1/RTU-3/COMP_STATUS,44.721,pct
369,2026-07-13T06:09:00-07:00,SYN1/RTU-3/COMP_STATUS,44.479,pct
370,2026-07-13T06:10:00-07:00,SYN1/RTU-3/COMP_STATUS,45.675,pct
371,2026-07-13T06:11:00-07:00,SYN1/RTU-3/COMP_STATUS,45.452,pct
372,2026-07-13T06:12:00-07:00,SYN1/RTU-3/COMP_STATUS,44.418,pct
373,2026-07-13T06:13:00-07:00,SYN1/RTU-3/COMP_STATUS,45.388,pct
374,2026-07-13T06:14:00-07:00,SYN1/RTU-3/COMP_STATUS,44.441,pct
375,2026-07-13T06:15:00-07:00,SYN1/RTU-3/COMP_STATUS,44.512,pct
376,2026-07-13T06:16:00-07:00,SYN1/RTU-3/COMP_STATUS,44.273,pct
377,2026-07-13T06:17:00-07:00,SYN1/RTU-3/COMP_STATUS,45.381,pct
378,2026-07-13T06:18:00-07:00,SYN1/RTU-3/COMP_STATUS,44.467,pct
379,2026-07-13T06:19:00-07:00,SYN1/RTU-3/COMP_STATUS,45.250,pct
380,2026-07-13T06:20:00-07:00,SYN1/RTU-3/COMP_STATUS,44.966,pct
381,2026-07-13T06:21:00-07:00,SYN1/RTU-3/COMP_STATUS,44.922,pct
382,2026-07-13T06:22:00-07:00,SYN1/RTU-3/COMP_STATUS,45.694,pct
383,2026-07-13T06:23:00-07:00,SYN1/RTU-3/COMP_STATUS,45.719,pct
384,2026-07-13T06:24:00-07:00,SYN1/RTU-3/COMP_STATUS,44.364,pct
385,2026-07-13T06:25:00-07:00,SYN1/RTU-3/COMP_STATUS,44.210,pct
386,2026-07-13T06:26:00-07:00,SYN1/RTU-3/COMP_STATUS,45.283,pct
387,2026-07-13T06:27:00-07:00,SYN1/RTU-3/COMP_STATUS,44.273,pct
388,2026-07-13T06:28:00-07:00,SYN1/RTU-3/COMP_STATUS,44.661,pct
389,2026-07-13T06:29:00-07:00,SYN1/RTU-3/COMP_STATUS,44.819,pct
390,2026-07-13T06:30:00-07:00,SYN1/RTU-3/COMP_STATUS,44.222,pct
391,2026-07-13T06:31:00-07:00,SYN1/RTU-3/COMP_STATUS,44.877,pct
392,2026-07-13T06:32:00-07:00,SYN1/RTU-3/COMP_STATUS,44.551,pct
393,2026-07-13T06:33:00-07:00,SYN1/RTU-3/COMP_STATUS,45.071,pct
394,2026-07-13T06:34:00-07:00,SYN1/RTU-3/COMP_STATUS,44.994,pct
395,2026-07-13T06:35:00-07:00,SYN1/RTU-3/COMP_STATUS,44.225,pct
396,2026-07-13T06:36:00-07:00,SYN1/RTU-3/COMP_STATUS,45.709,pct
397,2026-07-13T06:37:00-07:00,SYN1/RTU-3/COMP_STATUS,44.328,pct
398,2026-07-13T06:38:00-07:00,SYN1/RTU-3/COMP_STATUS,45.017,pct
399,2026-07-13T06:39:00-07:00,SYN1/RTU-3/COMP_STATUS,45.618,pct
400,2026-07-13T06:40:00-07:00,SYN1/RTU-3/COMP_STATUS,44.987,pct
401,2026-07-13T06:41:00-07:00,SYN1/RTU-3/COMP_STATUS,45.352,pct
402,2026-07-13T06:42:00-07:00,SYN1/RTU-3/COMP_STATUS,45.137,pct
403,2026-07-13T06:43:00-07:00,SYN1/RTU-3/COMP_STATUS,44.669,pct
404,2026-07-13T06:44:00-07:00,SYN1/RTU-3/COMP_STATUS,45.077,pct
405,2026-07-13T06:45:00-07:00,SYN1/RTU-3/COMP_STATUS,44.763,pct
406,2026-07-13T06:46:00-07:00,SYN1/RTU-3/COMP_STATUS,44.976,pct
407,2026-07-13T06:47:00-07:00,SYN1/RTU-3/COMP_STATUS,45.574,pct
408,2026-07-13T06:48:00-07:00,SYN1/RTU-3/COMP_STATUS,45.278,pct
409,2026-07-13T06:49:00-07:00,SYN1/RTU-3/COMP_STATUS,45.334,pct
410,2026-07-13T06:50:00-07:00,SYN1/RTU-3/COMP_STATUS,44.810,pct
411,2026-07-13T06:51:00-07:00,SYN1/RTU-3/COMP_STATUS,45.502,pct
412,2026-07-13T06:52:00-07:00,SYN1/RTU-3/COMP_STATUS,44.383,pct
413,2026-07-13T06:53:00-07:00,SYN1/RTU-3/COMP_STATUS,45.565,pct
414,2026-07-13T06:54:00-07:00,SYN1/RTU-3/COMP_STATUS,45.701,pct
415,2026-07-13T06:55:00-07:00,SYN1/RTU-3/COMP_STATUS,45.153,pct
416,2026-07-13T06:56:00-07:00,SYN1/RTU-3/COMP_STATUS,44.202,pct
417,2026-07-13T06:57:00-07:00,SYN1/RTU-3/COMP_STATUS,44.583,pct
418,2026-07-13T06:58:00-07:00,SYN1/RTU-3/COMP_STATUS,45.372,pct
419,2026-07-13T06:59:00-07:00,SYN1/RTU-3/COMP_STATUS,45.275,pct
420,2026-07-13T07:00:00-07:00,SYN1/RTU-3/COMP_STATUS,45.442,pct
421,2026-07-13T07:01:00-07:00,SYN1/RTU-3/COMP_STATUS,44.688,pct
422,2026-07-13T07:02:00-07:00,SYN1/RTU-3/COMP_STATUS,45.678,pct
423,2026-07-13T07:03:00-07:00,SYN1/RTU-3/COMP_STATUS,44.645,pct
424,2026-07-13T07:04:00-07:00,SYN1/RTU-3/COMP_STATUS,45.416,pct
425,2026-07-13T07:05:00-07:00,SYN1/RTU-3/COMP_STATUS,44.835,pct
426,2026-07-13T07:06:00-07:00,SYN1/RTU-3/COMP_STATUS,45.395,pct
427,2026-07-13T07:07:00-07:00,SYN1/RTU-3/COMP_STATUS,45.190,pct
428,2026-07-13T07:08:00-07:00,SYN1/RTU-3/COMP_STATUS,45.441,pct
429,2026-07-13T07:09:00-07:00,SYN1/RTU-3/COMP_STATUS,45.030,pct
430,2026-07-13T07:10:00-07:00,SYN1/RTU-3/COMP_STATUS,44.613,pct
431,2026-07-13T07:11:00-07:00,SYN1/RTU-3/COMP_STATUS,45.648,pct
432,2026-07-13T07:12:00-07:00,SYN1/RTU-3/COMP_STATUS,45.308,pct
433,2026-07-13T07:13:00-07:00,SYN1/RTU-3/COMP_STATUS,44.353,pct
434,2026-07-13T07:14:00-07:00,SYN1/RTU-3/COMP_STATUS,45.261,pct
435,2026-07-13T07:15:00-07:00,SYN1/RTU-3/COMP_STATUS,44.751,pct
436,2026-07-13T07:16:00-07:00,SYN1/RTU-3/COMP_STATUS,45.797,pct
437,2026-07-13T07:17:00-07:00,SYN1/RTU-3/COMP_STATUS,45.785,pct
438,2026-07-13T07:18:00-07:00,SYN1/RTU-3/COMP_STATUS,44.870,pct
439,2026-07-13T07:19:00-07:00,SYN1/RTU-3/COMP_STATUS,44.234,pct
440,2026-07-13T07:20:00-07:00,SYN1/RTU-3/COMP_STATUS,44.449,pct
441,2026-07-13T07:21:00-07:00,SYN1/RTU-3/COMP_STATUS,45.500,pct
442,2026-07-13T07:22:00-07:00,SYN1/RTU-3/COMP_STATUS,44.671,pct
443,2026-07-13T07:23:00-07:00,SYN1/RTU-3/COMP_STATUS,44.680,pct
444,2026-07-13T07:24:00-07:00,SYN1/RTU-3/COMP_STATUS,44.684,pct
445,2026-07-13T07:25:00-07:00,SYN1/RTU-3/COMP_STATUS,44.731,pct
446,2026-07-13T07:26:00-07:00,SYN1/RTU-3/COMP_STATUS,44.851,pct
447,2026-07-13T07:27:00-07:00,SYN1/RTU-3/COMP_STATUS,44.671,pct
448,2026-07-13T07:28:00-07:00,SYN1/RTU-3/COMP_STATUS,45.247,pct
449,2026-07-13T07:29:00-07:00,SYN1/RTU-3/COMP_STATUS,44.261,pct
450,2026-07-13T07:30:00-07:00,SYN1/RTU-3/COMP_STATUS,45.693,pct
451,2026-07-13T07:31:00-07:00,SYN1/RTU-3/COMP_STATUS,45.087,pct
452,2026-07-13T07:32:00-07:00,SYN1/RTU-3/COMP_STATUS,44.444,pct
453,2026-07-13T07:33:00-07:00,SYN1/RTU-3/COMP_STATUS,44.681,pct
454,2026-07-13T07:34:00-07:00,SYN1/RTU-3/COMP_STATUS,44.340,pct
455,2026-07-13T07:35:00-07:00,SYN1/RTU-3/COMP_STATUS,45.197,pct
456,2026-07-13T07:36:00-07:00,SYN1/RTU-3/COMP_STATUS,44.483,pct
457,2026-07-13T07:37:00-07:00,SYN1/RTU-3/COMP_STATUS,44.703,pct
458,2026-07-13T07:38:00-07:00,SYN1/RTU-3/COMP_STATUS,45.419,pct
459,2026-07-13T07:39:00-07:00,SYN1/RTU-3/COMP_STATUS,45.417,pct
460,2026-07-13T07:40:00-07:00,SYN1/RTU-3/COMP_STATUS,45.521,pct
461,2026-07-13T07:41:00-07:00,SYN1/RTU-3/COMP_STATUS,45.757,pct
462,2026-07-13T07:42:00-07:00,SYN1/RTU-3/COMP_STATUS,45.367,pct
463,2026-07-13T07:43:00-07:00,SYN1/RTU-3/COMP_STATUS,44.768,pct
464,2026-07-13T07:44:00-07:00,SYN1/RTU-3/COMP_STATUS,44.664,pct
465,2026-07-13T07:45:00-07:00,SYN1/RTU-3/COMP_STATUS,45.182,pct
466,2026-07-13T07:46:00-07:00,SYN1/RTU-3/COMP_STATUS,44.706,pct
467,2026-07-13T07:47:00-07:00,SYN1/RTU-3/COMP_STATUS,44.452,pct
468,2026-07-13T07:48:00-07:00,SYN1/RTU-3/COMP_STATUS,45.307,pct
469,2026-07-13T07:49:00-07:00,SYN1/RTU-3/COMP_STATUS,44.602,pct
470,2026-07-13T07:50:00-07:00,SYN1/RTU-3/COMP_STATUS,45.599,pct
471,2026-07-13T07:51:00-07:00,SYN1/RTU-3/COMP_STATUS,44.380,pct
472,2026-07-13T07:52:00-07:00,SYN1/RTU-3/COMP_STATUS,44.600,pct
473,2026-07-13T07:53:00-07:00,SYN1/RTU-3/COMP_STATUS,45.101,pct
474,2026-07-13T07:54:00-07:00,SYN1/RTU-3/COMP_STATUS,45.162,pct
475,2026-07-13T07:55:00-07:00,SYN1/RTU-3/COMP_STATUS,45.169,pct
476,2026-07-13T07:56:00-07:00,SYN1/RTU-3/COMP_STATUS,44.823,pct
477,2026-07-13T07:57:00-07:00,SYN1/RTU-3/COMP_STATUS,45.007,pct
478,2026-07-13T07:58:00-07:00,SYN1/RTU-3/COMP_STATUS,45.370,pct
479,2026-07-13T07:59:00-07:00,SYN1/RTU-3/COMP_STATUS,44.278,pct
480,2026-07-13T08:00:00-07:00,SYN1/RTU-3/COMP_STATUS,106.866,pct
481,2026-07-13T08:01:00-07:00,SYN1/RTU-3/COMP_STATUS,107.177,pct
482,2026-07-13T08:02:00-07:00,SYN1/RTU-3/COMP_STATUS,106.296,pct
483,2026-07-13T08:03:00-07:00,SYN1/RTU-3/COMP_STATUS,107.420,pct
484,2026-07-13T08:04:00-07:00,SYN1/RTU-3/COMP_STATUS,106.918,pct
485,2026-07-13T08:05:00-07:00,SYN1/RTU-3/COMP_STATUS,107.514,pct
486,2026-07-13T08:06:00-07:00,SYN1/RTU-3/COMP_STATUS,106.368,pct
487,2026-07-13T08:07:00-07:00,SYN1/RTU-3/COMP_STATUS,107.290,pct
488,2026-07-13T08:08:00-07:00,SYN1/RTU-3/COMP_STATUS,106.582,pct
489,2026-07-13T08:09:00-07:00,SYN1/RTU-3/COMP_STATUS,107.721,pct
490,2026-07-13T08:10:00-07:00,SYN1/RTU-3/COMP_STATUS,107.259,pct
491,2026-07-13T08:11:00-07:00,SYN1/RTU-3/COMP_STATUS,107.774,pct
492,2026-07-13T08:12:00-07:00,SYN1/RTU-3/COMP_STATUS,106.795,pct
493,2026-07-13T08:13:00-07:00,SYN1/RTU-3/COMP_STATUS,107.118,pct
494,2026-07-13T08:14:00-07:00,SYN1/RTU-3/COMP_STATUS,107.570,pct
495,2026-07-13T08:15:00-07:00,SYN1/RTU-3/COMP_STATUS,107.543,pct
496,2026-07-13T08:16:00-07:00,SYN1/RTU-3/COMP_STATUS,106.804,pct
497,2026-07-13T08:17:00-07:00,SYN1/RTU-3/COMP_STATUS,106.784,pct
498,2026-07-13T08:18:00-07:00,SYN1/RTU-3/COMP_STATUS,107.603,pct
499,2026-07-13T08:19:00-07:00,SYN1/RTU-3/COMP_STATUS,107.192,pct
500,2026-07-13T08:20:00-07:00,SYN1/RTU-3/COMP_STATUS,107.276,pct
501,2026-07-13T08:21:00-07:00,SYN1/RTU-3/COMP_STATUS,107.126,pct
502,2026-07-13T08:22:00-07:00,SYN1/RTU-3/COMP_STATUS,106.414,pct
503,2026-07-13T08:23:00-07:00,SYN1/RTU-3/COMP_STATUS,107.380,pct
504,2026-07-13T08:24:00-07:00,SYN1/RTU-3/COMP_STATUS,106.959,pct
505,2026-07-13T08:25:00-07:00,SYN1/RTU-3/COMP_STATUS,107.248,pct
506,2026-07-13T08:26:00-07:00,SYN1/RTU-3/COMP_STATUS,106.693,pct
507,2026-07-13T08:27:00-07:00,SYN1/RTU-3/COMP_STATUS,106.983,pct
508,2026-07-13T08:28:00-07:00,SYN1/RTU-3/COMP_STATUS,106.727,pct
509,2026-07-13T08:29:00-07:00,SYN1/RTU-3/COMP_STATUS,106.202,pct
510,2026-07-13T08:30:00-07:00,SYN1/RTU-3/COMP_STATUS,107.199,pct
511,2026-07-13T08:31:00-07:00,SYN1/RTU-3/COMP_STATUS,107.072,pct
512,2026-07-13T08:32:00-07:00,SYN1/RTU-3/COMP_STATUS,107.700,pct
513,2026-07-13T08:33:00-07:00,SYN1/RTU-3/COMP_STATUS,106.577,pct
514,2026-07-13T08:34:00-07:00,SYN1/RTU-3/COMP_STATUS,107.120,pct
515,2026-07-13T08:35:00-07:00,SYN1/RTU-3/COMP_STATUS,106.628,pct
516,2026-07-13T08:36:00-07:00,SYN1/RTU-3/COMP_STATUS,107.769,pct
517,2026-07-13T08:37:00-07:00,SYN1/RTU-3/COMP_STATUS,106.219,pct
518,2026-07-13T08:38:00-07:00,SYN1/RTU-3/COMP_STATUS,107.612,pct
519,2026-07-13T08:39:00-07:00,SYN1/RTU-3/COMP_STATUS,107.451,pct
520,2026-07-13T08:40:00-07:00,SYN1/RTU-3/COMP_STATUS,107.164,pct
521,2026-07-13T08:41:00-07:00,SYN1/RTU-3/COMP_STATUS,106.898,pct
522,2026-07-13T08:42:00-07:00,SYN1/RTU-3/COMP_STATUS,106.528,pct
523,2026-07-13T08:43:00-07:00,SYN1/RTU-3/COMP_STATUS,107.093,pct
524,2026-07-13T08:44:00-07:00,SYN1/RTU-3/COMP_STATUS,107.576,pct
525,2026-07-13T08:45:00-07:00,SYN1/RTU-3/COMP_STATUS,107.555,pct
526,2026-07-13T08:46:00-07:00,SYN1/RTU-3/COMP_STATUS,107.693,pct
527,2026-07-13T08:47:00-07:00,SYN1/RTU-3/COMP_STATUS,106.726,pct
528,2026-07-13T08:48:00-07:00,SYN1/RTU-3/COMP_STATUS,106.639,pct
529,2026-07-13T08:49:00-07:00,SYN1/RTU-3/COMP_STATUS,107.513,pct
530,2026-07-13T08:50:00-07:00,SYN1/RTU-3/COMP_STATUS,107.438,pct
531,2026-07-13T08:51:00-07:00,SYN1/RTU-3/COMP_STATUS,107.320,pct
532,2026-07-13T08:52:00-07:00,SYN1/RTU-3/COMP_STATUS,106.726,pct
533,2026-07-13T08:53:00-07:00,SYN1/RTU-3/COMP_STATUS,106.539,pct
534,2026-07-13T08:54:00-07:00,SYN1/RTU-3/COMP_STATUS,107.483,pct
535,2026-07-13T08:55:00-07:00,SYN1/RTU-3/COMP_STATUS,106.845,pct
536,2026-07-13T08:56:00-07:00,SYN1/RTU-3/COMP_STATUS,106.803,pct
537,2026-07-13T08:57:00-07:00,SYN1/RTU-3/COMP_STATUS,107.583,pct
538,2026-07-13T08:58:00-07:00,SYN1/RTU-3/COMP_STATUS,107.241,pct
539,2026-07-13T08:59:00-07:00,SYN1/RTU-3/COMP_STATUS,106.545,pct
540,2026-07-13T09:00:00-07:00,SYN1/RTU-3/COMP_STATUS,45.296,pct
541,2026-07-13T09:01:00-07:00,SYN1/RTU-3/COMP_STATUS,45.313,pct
542,2026-07-13T09:02:00-07:00,SYN1/RTU-3/COMP_STATUS,45.430,pct
543,2026-07-13T09:03:00-07:00,SYN1/RTU-3/COMP_STATUS,44.382,pct
544,2026-07-13T09:04:00-07:00,SYN1/RTU-3/COMP_STATUS,45.493,pct
545,2026-07-13T09:05:00-07:00,SYN1/RTU-3/COMP_STATUS,45.764,pct
546,2026-07-13T09:06:00-07:00,SYN1/RTU-3/COMP_STATUS,45.340,pct
547,2026-07-13T09:07:00-07:00,SYN1/RTU-3/COMP_STATUS,44.758,pct
548,2026-07-13T09:08:00-07:00,SYN1/RTU-3/COMP_STATUS,44.273,pct
549,2026-07-13T09:09:00-07:00,SYN1/RTU-3/COMP_STATUS,44.941,pct
550,2026-07-13T09:10:00-07:00,SYN1/RTU-3/COMP_STATUS,44.376,pct
551,2026-07-13T09:11:00-07:00,SYN1/RTU-3/COMP_STATUS,44.653,pct
552,2026-07-13T09:12:00-07:00,SYN1/RTU-3/COMP_STATUS,44.279,pct
553,2026-07-13T09:13:00-07:00,SYN1/RTU-3/COMP_STATUS,44.385,pct
554,2026-07-13T09:14:00-07:00,SYN1/RTU-3/COMP_STATUS,44.760,pct
555,2026-07-13T09:15:00-07:00,SYN1/RTU-3/COMP_STATUS,45.682,pct
556,2026-07-13T09:16:00-07:00,SYN1/RTU-3/COMP_STATUS,45.482,pct
557,2026-07-13T09:17:00-07:00,SYN1/RTU-3/COMP_STATUS,45.442,pct
558,2026-07-13T09:18:00-07:00,SYN1/RTU-3/COMP_STATUS,45.270,pct
559,2026-07-13T09:19:00-07:00,SYN1/RTU-3/COMP_STATUS,45.048,pct
560,2026-07-13T09:20:00-07:00,SYN1/RTU-3/COMP_STATUS,44.858,pct
561,2026-07-13T09:21:00-07:00,SYN1/RTU-3/COMP_STATUS,45.595,pct
562,2026-07-13T09:22:00-07:00,SYN1/RTU-3/COMP_STATUS,45.281,pct
563,2026-07-13T09:23:00-07:00,SYN1/RTU-3/COMP_STATUS,45.260,pct
564,2026-07-13T09:24:00-07:00,SYN1/RTU-3/COMP_STATUS,45.614,pct
565,2026-07-13T09:25:00-07:00,SYN1/RTU-3/COMP_STATUS,45.777,pct
566,2026-07-13T09:26:00-07:00,SYN1/RTU-3/COMP_STATUS,45.314,pct
567,2026-07-13T09:27:00-07:00,SYN1/RTU-3/COMP_STATUS,45.329,pct
568,2026-07-13T09:28:00-07:00,SYN1/RTU-3/COMP_STATUS,44.708,pct
569,2026-07-13T09:29:00-07:00,SYN1/RTU-3/COMP_STATUS,44.918,pct
570,2026-07-13T09:30:00-07:00,SYN1/RTU-3/COMP_STATUS,44.219,pct
571,2026-07-13T09:31:00-07:00,SYN1/RTU-3/COMP_STATUS,45.145,pct
572,2026-07-13T09:32:00-07:00,SYN1/RTU-3/COMP_STATUS,45.735,pct
573,2026-07-13T09:33:00-07:00,SYN1/RTU-3/COMP_STATUS,45.121,pct
574,2026-07-13T09:34:00-07:00,SYN1/RTU-3/COMP_STATUS,45.647,pct
575,2026-07-13T09:35:00-07:00,SYN1/RTU-3/COMP_STATUS,45.160,pct
576,2026-07-13T09:36:00-07:00,SYN1/RTU-3/COMP_STATUS,44.865,pct
577,2026-07-13T09:37:00-07:00,SYN1/RTU-3/COMP_STATUS,44.765,pct
578,2026-07-13T09:38:00-07:00,SYN1/RTU-3/COMP_STATUS,45.314,pct
579,2026-07-13T09:39:00-07:00,SYN1/RTU-3/COMP_STATUS,45.418,pct
580,2026-07-13T09:40:00-07:00,SYN1/RTU-3/COMP_STATUS,45.755,pct
581,2026-07-13T09:41:00-07:00,SYN1/RTU-3/COMP_STATUS,45.071,pct
582,2026-07-13T09:42:00-07:00,SYN1/RTU-3/COMP_STATUS,44.640,pct
583,2026-07-13T09:43:00-07:00,SYN1/RTU-3/COMP_STATUS,45.596,pct
584,2026-07-13T09:44:00-07:00,SYN1/RTU-3/COMP_STATUS,44.289,pct
585,2026-07-13T09:45:00-07:00,SYN1/RTU-3/COMP_STATUS,45.753,pct
586,2026-07-13T09:46:00-07:00,SYN1/RTU-3/COMP_STATUS,45.139,pct
587,2026-07-13T09:47:00-07:00,SYN1/RTU-3/COMP_STATUS,44.761,pct
588,2026-07-13T09:48:00-07:00,SYN1/RTU-3/COMP_STATUS,44.970,pct
589,2026-07-13T09:49:00-07:00,SYN1/RTU-3/COMP_STATUS,45.162,pct
590,2026-07-13T09:50:00-07:00,SYN1/RTU-3/COMP_STATUS,45.261,pct
591,2026-07-13T09:51:00-07:00,SYN1/RTU-3/COMP_STATUS,45.203,pct
592,2026-07-13T09:52:00-07:00,SYN1/RTU-3/COMP_STATUS,45.196,pct
593,2026-07-13T09:53:00-07:00,SYN1/RTU-3/COMP_STATUS,45.203,pct
594,2026-07-13T09:54:00-07:00,SYN1/RTU-3/COMP_STATUS,45.564,pct
595,2026-07-13T09:55:00-07:00,SYN1/RTU-3/COMP_STATUS,45.140,pct
596,2026-07-13T09:56:00-07:00,SYN1/RTU-3/COMP_STATUS,44.868,pct
597,2026-07-13T09:57:00-07:00,SYN1/RTU-3/COMP_STATUS,45.653,pct
598,2026-07-13T09:58:00-07:00,SYN1/RTU-3/COMP_STATUS,45.524,pct
599,2026-07-13T09:59:00-07:00,SYN1/RTU-3/COMP_STATUS,44.746,pct
600,2026-07-13T10:00:00-07:00,SYN1/RTU-3/COMP_STATUS,107.578,pct
601,2026-07-13T10:01:00-07:00,SYN1/RTU-3/COMP_STATUS,106.745,pct
602,2026-07-13T10:02:00-07:00,SYN1/RTU-3/COMP_STATUS,106.584,pct
603,2026-07-13T10:03:00-07:00,SYN1/RTU-3/COMP_STATUS,106.390,pct
604,2026-07-13T10:04:00-07:00,SYN1/RTU-3/COMP_STATUS,106.469,pct
605,2026-07-13T10:05:00-07:00,SYN1/RTU-3/COMP_STATUS,106.512,pct
